timestamp,keyword,count
2018-02-01 12:27:49.429295,UIAutomator,1922
2018-02-01 12:27:54.337643,Project Quantum,127
2018-02-01 12:27:59.119713,Qmetry,27
2018-02-01 12:28:02.728444,Saucelabs,1087
2018-02-01 12:28:05.230659,Firebase,101373
2018-02-01 12:28:09.734105,Perfecto,224
2018-02-01 12:28:14.563213,Bitbar,16
2018-02-01 12:28:17.013391,Travis CI,3666
2018-02-01 12:28:21.142098,Circle CI,377
2018-02-01 12:28:26.445408,AppVeyor,659
2018-02-01 12:28:30.026473,CodeShip,564
2018-02-01 12:28:33.264705,CodeFresh,6
2018-02-01 12:28:38.209002,Wercker,201
2018-02-02 18:16:08.488708,JUnit,67349
2018-02-02 18:16:11.055859,AndroidJunitRunner,164
2018-02-02 18:16:13.707681,RoboElectric,245
2018-02-02 18:16:18.054813,RoboSpock,23
2018-02-02 18:16:22.851533,AndroidViewClient,474
2018-02-02 18:16:26.183699,Appium,9740
2018-02-02 18:16:28.761882,Calabash,1855
2018-02-02 18:16:32.962847,Espresso,4394
2018-02-02 18:16:36.058610,Monkeyrunner,1299
2018-02-02 18:16:41.247458,PythonUIAutomator,0
2018-02-02 18:16:43.754543,Robotium,3019
2018-02-02 18:16:46.667040,UIAutomator,1923
2018-02-02 18:16:49.383738,Project Quantum,127
2018-02-02 18:16:53.139483,Qmetry,27
2018-02-02 18:16:56.368363,Saucelabs,1088
2018-02-02 18:16:58.997144,Firebase,101590
2018-02-02 18:17:02.702721,Perfecto,224
2018-02-02 18:17:05.743871,Bitbar,16
2018-02-02 18:17:10.823584,Travis CI,3668
2018-02-02 18:17:13.427582,Circle CI,378
2018-02-02 18:17:17.180589,AppVeyor,659
2018-02-02 18:17:20.312322,CodeShip,564
2018-02-02 18:17:25.698321,CodeFresh,6
2018-02-02 18:17:30.748643,Wercker,201
2018-02-04 15:32:20.808654,JUnit,67364
2018-02-04 15:32:26.106123,AndroidJunitRunner,164
2018-02-04 15:32:29.771858,RoboElectric,246
2018-02-04 15:32:34.494665,RoboSpock,23
2018-02-04 15:32:38.993575,AndroidViewClient,474
2018-02-04 15:32:42.071310,Appium,9738
2018-02-04 15:32:44.671609,Calabash,1854
2018-02-04 15:32:50.022954,Espresso,4392
2018-02-04 15:32:54.379311,Monkeyrunner,1298
2018-02-04 15:32:58.147770,PythonUIAutomator,0
2018-02-04 15:33:02.847238,Robotium,3019
2018-02-04 15:33:07.821448,UIAutomator,1921
2018-02-04 15:33:12.021093,Project Quantum,127
2018-02-04 15:33:14.524230,Qmetry,27
2018-02-04 15:33:18.089474,Saucelabs,1088
2018-02-04 15:33:23.712851,Firebase,101746
2018-02-04 15:33:27.923971,Perfecto,224
2018-02-04 15:33:33.222510,Bitbar,16
2018-02-04 15:33:37.251546,Travis CI,3672
2018-02-04 15:33:41.241311,Circle CI,380
2018-02-04 15:33:44.508892,AppVeyor,659
2018-02-04 15:33:48.530690,CodeShip,564
2018-02-04 15:33:52.845375,CodeFresh,6
2018-02-04 15:33:57.520153,Wercker,201
2018-02-05 17:39:28.880076,JUnit,67384
2018-02-05 17:39:32.310859,AndroidJunitRunner,164
2018-02-05 17:39:36.608743,RoboElectric,246
2018-02-05 17:39:39.960774,RoboSpock,23
2018-02-05 17:39:43.994118,AndroidViewClient,474
2018-02-05 17:39:48.156664,Appium,9749
2018-02-05 17:39:51.628155,Calabash,1855
2018-02-05 17:39:55.878582,Espresso,4395
2018-02-05 17:40:00.376799,Monkeyrunner,1298
2018-02-05 17:40:04.826459,PythonUIAutomator,0
2018-02-05 17:40:09.621471,Robotium,3019
2018-02-05 17:40:12.720851,UIAutomator,1921
2018-02-05 17:40:17.765940,Project Quantum,127
2018-02-05 17:40:22.918765,Qmetry,27
2018-02-05 17:40:27.957386,Saucelabs,1088
2018-02-05 17:40:30.650388,Firebase,101939
2018-02-21 13:18:16.950235,JUnit,67855
2018-02-21 13:18:19.926639,AndroidJunitRunner,165
2018-02-21 13:18:22.929239,RoboElectric,249
2018-02-21 13:18:27.345180,RoboSpock,24
2018-02-21 13:18:30.258342,AndroidViewClient,477
2018-02-21 13:18:32.733492,Appium,9878
2018-02-21 13:18:36.389321,Calabash,1859
2018-02-21 13:18:39.010144,Espresso,4439
2018-02-21 13:18:41.726058,Monkeyrunner,1303
2018-02-21 13:18:46.684585,PythonUIAutomator,0
2018-02-21 13:18:51.737906,Robotium,3021
2018-02-21 13:18:56.244410,UIAutomator,1927
2018-02-21 13:19:00.178437,Project Quantum,130
2018-02-21 13:19:05.504848,Qmetry,27
2018-02-21 13:19:08.293776,Saucelabs,1096
2018-02-21 13:19:14.755126,Firebase,104624
2018-02-21 13:19:20.197324,Perfecto,227
2018-02-21 13:19:23.266631,Bitbar,16
2018-02-21 13:19:26.476408,Travis CI,3699
2018-02-21 13:19:29.140604,Circle CI,392
2018-02-21 13:19:34.169602,AppVeyor,676
2018-02-21 13:19:37.374444,CodeShip,569
2018-02-21 13:19:41.302333,CodeFresh,7
2018-02-21 13:19:44.695019,Wercker,202
2018-02-28 16:27:33.969708,JUnit,68066
2018-02-28 16:27:38.012668,AndroidJunitRunner,166
2018-02-28 16:27:40.491981,RoboElectric,250
2018-02-28 16:27:44.518187,RoboSpock,24
2018-02-28 16:27:49.587550,AndroidViewClient,476
2018-02-28 16:27:54.953161,Appium,9925
2018-02-28 16:27:58.779375,Calabash,1858
2018-02-28 16:28:01.486632,Espresso,4452
2018-02-28 16:28:06.255305,Monkeyrunner,1301
2018-02-28 16:28:08.949930,PythonUIAutomator,0
2018-02-28 16:28:15.395181,Robotium,3021
2018-02-28 16:28:20.453554,UIAutomator,1934
2018-02-28 16:28:25.763869,Project Quantum,133
2018-02-28 16:28:29.751278,Qmetry,27
2018-02-28 16:28:33.000993,Saucelabs,1097
2018-02-28 16:28:37.535020,Firebase,105817
2018-02-28 16:28:41.056792,Perfecto,227
2018-02-28 16:28:43.577356,Bitbar,17
2018-02-28 16:28:46.783079,Travis CI,3706
2018-02-28 16:28:49.979648,Circle CI,394
2018-02-28 16:28:53.338102,AppVeyor,680
2018-02-28 16:28:56.224420,CodeShip,571
2018-02-28 16:28:58.842359,CodeFresh,7
2018-02-28 16:29:01.818131,Wercker,205
2018-04-05 23:56:07.632845,JUnit,68954
2018-04-05 23:56:11.207705,AndroidJunitRunner,169
2018-04-05 23:56:14.661202,RoboElectric,257
2018-04-05 23:56:17.249894,RoboSpock,24
2018-04-05 23:56:21.152982,AndroidViewClient,482
2018-04-05 23:56:26.610311,Appium,10228
2018-04-05 23:56:30.841494,Calabash,1862
2018-04-05 23:56:37.941804,Espresso,4543
2018-04-05 23:56:41.200023,Monkeyrunner,1303
2018-04-05 23:56:44.320085,PythonUIAutomator,0
2018-04-05 23:56:49.813827,Robotium,3019
2018-04-05 23:56:53.808377,UIAutomator,1969
2018-04-05 23:56:56.979502,Project Quantum,140
2018-04-05 23:56:59.904899,Qmetry,29
2018-04-05 23:57:06.399514,Saucelabs,1107
2018-04-05 23:57:11.504122,Firebase,0
2018-04-05 23:57:15.239059,Perfecto,236
2018-04-05 23:57:19.272654,Bitbar,17
2018-04-05 23:57:22.481795,Travis CI,3784
2018-04-06 16:36:31.498573,JUnit,500
2018-04-06 16:36:36.690631,AndroidJunitRunner,169
2018-04-06 16:36:40.492708,RoboElectric,257
2018-04-06 16:36:45.705224,RoboSpock,24
2018-04-06 16:36:49.870702,AndroidViewClient,482
2018-04-06 16:36:54.599916,Appium,500
2018-04-06 16:36:59.467616,Calabash,500
2018-04-06 16:37:03.402660,Espresso,500
2018-04-06 16:37:07.226462,Monkeyrunner,500
2018-04-06 16:37:09.886186,PythonUIAutomator,0
2018-04-06 16:37:13.271610,Robotium,500
2018-04-06 16:37:18.372427,UIAutomator,500
2018-04-06 16:37:23.365282,Project Quantum,141
2018-04-06 16:37:26.550417,Qmetry,29
2018-04-06 16:37:30.079826,Saucelabs,500
2018-04-06 16:37:33.180947,Firebase,0
2018-04-06 16:37:36.936435,Perfecto,236
2018-04-06 16:37:41.580494,Bitbar,18
2018-04-06 16:37:45.888705,Travis CI,500
2018-04-06 16:37:48.535637,Circle CI,404
2018-04-06 16:37:52.437534,AppVeyor,500
2018-04-06 16:37:56.960761,CodeShip,500
2018-04-06 16:38:02.081393,CodeFresh,7
2018-04-06 16:38:04.915634,Wercker,209
2018-05-08 14:16:12.305697,JUnit,500
2018-05-08 14:16:16.502095,AndroidJunitRunner,175
2018-05-08 14:16:20.429187,RoboElectric,261
2018-05-08 14:16:24.345237,RoboSpock,24
2018-05-08 14:16:28.052758,AndroidViewClient,487
2018-05-08 14:16:31.836326,Appium,500
2018-05-08 14:16:35.606369,Calabash,500
2018-05-08 14:16:40.781353,Espresso,500
2018-05-08 14:16:46.355138,Monkeyrunner,500
2018-05-08 14:16:51.362920,PythonUIAutomator,0
2018-05-08 14:16:56.036352,Robotium,500
2018-05-08 14:16:58.990100,UIAutomator,500
2018-05-08 14:17:02.094940,Project Quantum,144
2018-05-08 14:17:06.214196,Qmetry,30
2018-05-08 14:17:10.687897,Saucelabs,500
2018-05-08 14:17:15.323686,Firebase,0
2018-05-08 14:17:20.057630,Perfecto,245
2018-05-08 14:17:23.033761,Bitbar,20
2018-05-08 14:17:28.572168,Travis CI,500
2018-05-08 14:17:33.585261,Circle CI,410
2018-05-08 14:17:37.305352,AppVeyor,500
2018-05-08 14:17:41.973113,CodeShip,500
2018-05-08 14:17:47.251852,CodeFresh,10
2018-05-08 14:17:52.415679,Wercker,210
